protein	ionm	id	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtlow	rtup	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fullhgroup	mhgroup	uhgroup	hgcc	cc	hgfa	ccfa	screen
STARD2	pos	46	800.62136111391	800.6168	330000	IV	ambiguous	11.89	NaN	11.38	13.28	Cer		t	42.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	ambiguous	Cer	Cer(42:4)	42:4	NA	NA	A
STARD2	pos	46	800.62136111391	800.6168	330000	IV	ambiguous	11.89	NaN	11.38	13.28	PA			42.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(42:3)	42:3	NA	NA	A
STARD2	pos	46	800.62136111391	800.6168	330000	IV	ambiguous	11.89	NaN	11.38	13.28	SM		t	39.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(39:4)	39:4	NA	NA	A
STARD2	pos	47	770.604890111048	770.6005	230000	IV	ambiguous	11.75	NaN	11.55	12.33	HexCerOH		t	38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(38:2)	38:2	NA	NA	A
STARD2	pos	47	770.604890111048	770.6005	230000	IV	ambiguous	11.75	NaN	11.55	12.33	PC		O	36.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(36:3)	36:3	NA	NA	A
STARD2	pos	47	770.604890111048	770.6005	230000	IV	ambiguous	11.75	NaN	11.55	12.33	PE		O	39.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(39:3)	39:3	NA	NA	A
STARD2	pos	47	770.604890111048	770.6005	230000	IV	ambiguous	11.75	NaN	11.55	12.33	PA		O	41.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(41:4)	41:4	NA	NA	A
STARD2	pos	47	770.604890111048	770.6005	230000	IV	ambiguous	11.75	NaN	11.55	12.33	PC		O	34.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(34:0)	34:0	NA	NA	A
STARD2	pos	47	770.604890111048	770.6005	230000	IV	ambiguous	11.75	NaN	11.55	12.33	PE		O	37.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(37:0)	37:0	NA	NA	A
STARD2	pos	48	742.575330427557	742.5711	230000	IV	ambiguous	10.61	NaN	9.62	11.23	PE		O	37.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(37:3)	37:3	NA	NA	A
STARD2	pos	48	742.575330427557	742.5711	230000	IV	ambiguous	10.61	NaN	9.62	11.23	PC		O	34.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(34:3)	34:3	NA	NA	A
STARD2	pos	48	742.575330427557	742.5711	230000	IV	ambiguous	10.61	NaN	9.62	11.23	HexCerOH		t	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(36:2)	36:2	NA	NA	A
STARD2	pos	48	742.575330427557	742.5711	230000	IV	ambiguous	10.61	NaN	9.62	11.23	PA		O	39.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(39:4)	39:4	NA	NA	A
STARD2	pos	48	742.575330427557	742.5711	230000	IV	ambiguous	10.61	NaN	9.62	11.23	PE		O	35.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(35:0)	35:0	NA	NA	A
STARD2	pos	48	742.575330427557	742.5711	230000	IV	ambiguous	10.61	NaN	9.62	11.23	PC		O	32.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(32:0)	32:0	NA	NA	A
STARD2	pos	49	766.573867146441	766.5695	230000	IV.7	ambiguous	10.49	10.488347	10.14	11.22	PC		O	36.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(36:5)	36:5	NA	NA	A
STARD2	pos	49	766.573867146441	766.5695	230000	IV.7	ambiguous	10.49	10.488347	10.14	11.22	LysoPC	Lyso		36.0	5.0		36.0	5.0		NaN	NaN		NaN	NaN	LysoPC	ambiguous	LysoPC	LysoPC(36:5)	36:5	LysoPC(36:5)	36:5	A
STARD2	pos	50	732.588873535036	732.5847	220000	IV	ambiguous	11.15	NaN	10.76	11.64	HexCerOH		t	35.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(35:0)	35:0	NA	NA	A
STARD2	pos	50	732.588873535036	732.5847	220000	IV	ambiguous	11.15	NaN	10.76	11.64	PE		O	36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(36:1)	36:1	NA	NA	A
STARD2	pos	50	732.588873535036	732.5847	220000	IV	ambiguous	11.15	NaN	10.76	11.64	PC		O	33.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(33:1)	33:1	NA	NA	A
STARD2	pos	50	732.588873535036	732.5847	220000	IV	ambiguous	11.15	NaN	10.76	11.64	PA		O	38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(38:2)	38:2	NA	NA	A
STARD2	pos	51	774.563812664902	774.5594	220000	IV	ambiguous	7.11	NaN	6.25	8.98	PS		O	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	ambiguous	PS-O	PS-O(36:2)	36:2	NA	NA	A
STARD2	pos	51	774.563812664902	774.5594	220000	IV	ambiguous	7.11	NaN	6.25	8.98	PG	Lyso		36.0	4.0		36.0	4.0		NaN	NaN		NaN	NaN	LysoPG	ambiguous	LysoPG	LysoPG(36:4)	36:4	LysoPG(36:4)	36:4	A
STARD2	pos	52	766.572867140745	766.5685	210000	IV.7	ambiguous	9.87	9.8655909	9.41	10.16	PC		O	36.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(36:5)	36:5	NA	NA	A
STARD2	pos	52	766.572867140745	766.5685	210000	IV.7	ambiguous	9.87	9.8655909	9.41	10.16	LysoPC	Lyso		36.0	5.0		36.0	5.0		NaN	NaN		NaN	NaN	LysoPC	ambiguous	LysoPC	LysoPC(36:5)	36:5	LysoPC(36:5)	36:5	A
STARD2	pos	53	720.553704971071	720.5496	210000	I	PC	9.82	9.8243246	9.58	10.21	PC			31.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(31:0)	31:0	NA	NA	A
STARD2	pos	54	706.538225125337	706.5342	210000	I	PC	9.38	9.3772694	9.12	9.72	PC			30.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(30:0)	30:0	NA	NA	A
STARD2	pos	55	778.538535308768	778.5341	200000	I	PC	8.35	8.393268	7.73	9.49	PC			36.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:6)	36:6	NA	NA	A
STARD2	pos	56	776.579624148914	776.5752	190000	III.2	unknown 	7.72	7.7282019	6.46	9.87	PS		O	36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	NA	PS-O	PS-O(36:1)	36:1	NA	NA	A
STARD2	pos	57	802.595772362066	802.5912	160000	IV	ambiguous	7.4	NaN	6.97	8.9	PS		O	38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	ambiguous	PS-O	PS-O(38:2)	38:2	NA	NA	A
STARD2	pos	57	802.595772362066	802.5912	160000	IV	ambiguous	7.4	NaN	6.97	8.9	PG	Lyso		38.0	4.0		38.0	4.0		NaN	NaN		NaN	NaN	LysoPG	ambiguous	LysoPG	LysoPG(38:4)	38:4	LysoPG(38:4)	38:4	A
STARD2	pos	58	754.53749857564	754.5332	120000	IV	ambiguous	8.59	9.6076449	7.86	9.03	PE			37.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(37:4)	37:4	NA	NA	A
STARD2	pos	58	754.53749857564	754.5332	120000	IV	ambiguous	8.59	9.6076449	7.86	9.03	PC			34.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(34:4)	34:4	NA	NA	A
STARD2	pos	58	754.53749857564	754.5332	120000	IV	ambiguous	8.59	9.6076449	7.86	9.03	PA			39.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(39:5)	39:5	NA	NA	A
STARD2	pos	58	754.53749857564	754.5332	120000	IV	ambiguous	8.59	9.6076449	7.86	9.03	PE			35.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(35:1)	35:1	NA	NA	A
STARD2	pos	58	754.53749857564	754.5332	120000	IV	ambiguous	8.59	9.6076449	7.86	9.03	PC			32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(32:1)	32:1	NA	NA	A
STARD2	pos	59	350.252395376529	350.2504	110000	III.5	unknown 	1.15	1.1777712	0.97	1.28	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
STARD2	pos	60	380.177565859254	380.1754	100000	III.5	unknown 	3.96	3.9774452	3.2	4.11	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
STARD2	pos	61	768.586978615072	768.5826	98000	IV	ambiguous	11.82	10.830799	11.56	12.37	PE		O	39.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(39:4)	39:4	NA	NA	A
STARD2	pos	61	768.586978615072	768.5826	98000	IV	ambiguous	11.82	10.830799	11.56	12.37	PC		O	36.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(36:4)	36:4	NA	NA	A
STARD2	pos	61	768.586978615072	768.5826	98000	IV	ambiguous	11.82	10.830799	11.56	12.37	LysoPC	Lyso		36.0	4.0		36.0	4.0		NaN	NaN		NaN	NaN	LysoPC	ambiguous	LysoPC	LysoPC(36:4)	36:4	LysoPC(36:4)	36:4	A
STARD2	pos	61	768.586978615072	768.5826	98000	IV	ambiguous	11.82	10.830799	11.56	12.37	PA		O	41.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(41:5)	41:5	NA	NA	A
STARD2	pos	61	768.586978615072	768.5826	98000	IV	ambiguous	11.82	10.830799	11.56	12.37	PE		O	37.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(37:1)	37:1	NA	NA	A
STARD2	pos	61	768.586978615072	768.5826	98000	IV	ambiguous	11.82	10.830799	11.56	12.37	PC		O	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(34:1)	34:1	NA	NA	A
STARD2	pos	61	768.586978615072	768.5826	98000	IV	ambiguous	11.82	10.830799	11.56	12.37	HexCerOH		t	36.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(36:0)	36:0	NA	NA	A
STARD2	pos	62	748.546964447762	748.5427	87000	II	PS-O	6.8	11.52068	6.19	7.95	PS		O	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	PS-O	PS-O	PS-O(34:1)	34:1	NA	NA	A
STARD2	pos	63	862.270912329402	862.266	74000	III.6	unknown 	19.07	15.337194	19.03	19.15	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
STARD2	pos	64	772.6209015962	772.6165	74000	IV	ambiguous	13.13	12.351821	12.82	13.74	HexCerOH		t	38.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(38:1)	38:1	NA	NA	A
STARD2	pos	64	772.6209015962	772.6165	74000	IV	ambiguous	13.13	12.351821	12.82	13.74	PE		O	39.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(39:2)	39:2	NA	NA	A
STARD2	pos	64	772.6209015962	772.6165	74000	IV	ambiguous	13.13	12.351821	12.82	13.74	PC		O	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(36:2)	36:2	NA	NA	A
STARD2	pos	65	810.600017961994	810.5954	34000	IV	ambiguous	12.41	11.420397	12.06	12.65	PC			38.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(38:4)	38:4	NA	NA	A
STARD2	pos	65	810.600017961994	810.5954	34000	IV	ambiguous	12.41	11.420397	12.06	12.65	PE			41.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(41:4)	41:4	NA	NA	A
STARD2	pos	65	810.600017961994	810.5954	34000	IV	ambiguous	12.41	11.420397	12.06	12.65	PA			43.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(43:5)	43:5	NA	NA	A
STARD2	pos	65	810.600017961994	810.5954	34000	IV	ambiguous	12.41	11.420397	12.06	12.65	PC			36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(36:1)	36:1	NA	NA	A
STARD2	pos	65	810.600017961994	810.5954	34000	IV	ambiguous	12.41	11.420397	12.06	12.65	PE			39.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(39:1)	39:1	NA	NA	A
STARD2	pos	66	560.467792966826	560.4646	17000	II	Cer	7.4	11.349731	6.71	7.93	Cer		t	33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	Cer	Cer	Cer(33:2)	33:2	NA	NA	A
STARD2	pos	67	788.616292721425	788.6118	14000	IV	ambiguous	8.37	12.262814	7.56	8.71	PC			36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(36:1)	36:1	NA	NA	A
STARD2	pos	67	788.616292721425	788.6118	14000	IV	ambiguous	8.37	12.262814	7.56	8.71	PE			39.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(39:1)	39:1	NA	NA	A
STARD2	pos	67	788.616292721425	788.6118	14000	IV	ambiguous	8.37	12.262814	7.56	8.71	PA			41.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(41:2)	41:2	NA	NA	A
STARD2	pos	67	788.616292721425	788.6118	14000	IV	ambiguous	8.37	12.262814	7.56	8.71	DAG			48.0	11.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	ambiguous	DAG	DAG(48:11)	48:11	NA	NA	A
STARD2	pos	68	644.247270255789	644.2436	12000	III.6	unknown 	23.18	5.4697927	22.93	23.74	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
STARD2	pos	69	832.584543207121	832.5798	7800	IV	ambiguous	11.35	9.9785714	11.17	11.59	PC			40.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(40:7)	40:7	NA	NA	A
STARD2	pos	69	832.584543207121	832.5798	7800	IV	ambiguous	11.35	9.9785714	11.17	11.59	Hex2Cer		d	32.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	ambiguous	Hex2Cer	Hex2Cer(32:2)	32:2	NA	NA	A
STARD2	pos	69	832.584543207121	832.5798	7800	IV	ambiguous	11.35	9.9785714	11.17	11.59	PE			41.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(41:4)	41:4	NA	NA	A
STARD2	pos	69	832.584543207121	832.5798	7800	IV	ambiguous	11.35	9.9785714	11.17	11.59	PC			38.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(38:4)	38:4	NA	NA	A
STARD2	neg	0	804.575164041684	804.5667	540000	I	PC	10.92	10.940681	10.66	11.27	PC			34.0	1.0		18.0	1.0		16.0	0.0		NaN	NaN	PC	PC	PC	PC(34:1)	34:1	PC(16:0/18:1)	16:0/18:1	A
STARD2	neg	1	830.591037725796	830.5823	460000	I	PC	11.09	11.103493	10.8	11.56	PC			36.0	2.0		18.0	1.0		18.0	1.0		NaN	NaN	PC	PC	PC	PC(36:2)	36:2	PC(18:1/18:1)	18:1/18:1	A
STARD2	neg	2	776.544769165032	776.5366	410000	I	PC	9.61	9.6235604	9.28	10.13	PC			32.0	1.0		16.0	1.0		16.0	0.0		NaN	NaN	PC	PC	PC	PC(32:1)	32:1	PC(16:0/16:1)	16:0/16:1	A
STARD2	neg	2	776.544769165032	776.5366	410000	I	PC	9.61	9.6235604	9.28	10.13	PC			32.0	1.0		18.0	1.0		14.0	0.0		NaN	NaN	PC	PC	PC	PC(32:1)	32:1	PC(14:0/18:1)	14:0/18:1	A
STARD2	neg	3	802.559642838624	802.5512	380000	I	PC	9.8	9.7984124	9.48	10.38	PC			34.0	2.0		18.0	1.0		16.0	1.0		NaN	NaN	PC	PC	PC	PC(34:2)	34:2	PC(16:1/18:1)	16:1/18:1	A
STARD2	neg	3	802.559642838624	802.5512	380000	I	PC	9.8	9.7984124	9.48	10.38	PC			34.0	2.0		18.0	2.0		16.0	0.0		NaN	NaN	PC	PC	PC	PC(34:2)	34:2	PC(16:0/18:2)	16:0/18:2	A
STARD2	neg	4	774.528847957764	774.5207	120000	I	PC	8.69	8.7110491	8.28	9.32	PC			32.0	2.0		16.0	1.0		16.0	1.0		NaN	NaN	PC	PC	PC	PC(32:2)	32:2	PC(16:1/16:1)	16:1/16:1	A
STARD2	neg	5	872.563079267028	872.5539	110000	I	adduct	10.92	10.915013	10.67	11.22	PC			34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(34:1)	34:1	NA	NA	A
STARD2	neg	6	898.578352944828	898.5689	90000	I	adduct	11.07	11.077088	10.8	11.52	PC			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(36:2)	36:2	NA	NA	A
STARD2	neg	7	940.550194483956	940.5403	87000	I	adduct	10.92	10.91115	10.66	11.22	PC			34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(34:1)	34:1	NA	NA	A
STARD2	neg	8	762.564822097536	762.5568	85000	I	PC-O	10.65	10.702164	10.21	11.05	PC		O	32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	PC-O	PC-O	PC-O(32:1)	32:1	NA	NA	A
STARD2	neg	9	790.597016993124	790.5887	77000	I	PC-O	11.83	11.837559	11.55	12.18	PC		O	34.0	1.0		18.0	1.0		16.0	0.0		NaN	NaN	PC-O	PC-O	PC-O	PC-O(34:1)	34:1	PC-O(16:0/18:1)	16:0/18:1	A
STARD2	neg	10	844.531084373544	844.5222	76000	I	adduct	9.68	9.7841582	9.32	10.04	PC			32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(32:1)	32:1	NA	NA	A
STARD2	neg	11	870.546858056604	870.5377	76000	I	adduct	9.8	9.8214392	9.53	10.3	PC			34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(34:2)	34:2	NA	NA	A
STARD2	neg	12	828.576316531152	828.5676	76000	IV	ambiguous	10.12	NaN	9.78	10.84	PS			39.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	ambiguous	PS	PS(39:2)	39:2	NA	NA	A
STARD2	neg	12	828.576316531152	828.5676	76000	IV	ambiguous	10.12	NaN	9.78	10.84	PC			36.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(36:3)	36:3	NA	NA	A
STARD2	neg	12	828.576316531152	828.5676	76000	IV	ambiguous	10.12	NaN	9.78	10.84	PE			39.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(39:3)	39:3	NA	NA	A
STARD2	neg	13	966.565968167016	966.5558	69000	II	adduct	11.11	NaN	10.84	11.47	PC			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(36:2)	36:2	NA	NA	A
STARD2	neg	14	1008.53740970194	1008.5268	62000	I	adduct	10.92	10.959858	10.67	11.17	PC			34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(34:1)	34:1	NA	NA	A
STARD2	neg	15	912.519699606252	912.5101	59000	II	adduct	9.76	NaN	9.36	10.04	PC			32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(32:1)	32:1	NA	NA	A
STARD2	neg	16	938.535173286156	938.5253	53000	II	adduct	9.8	NaN	9.57	10.21	PC			34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(34:2)	34:2	NA	NA	A
STARD2	neg	17	1314.74523097433	1314.7314	50000	III.6	unknown 	19.68	NaN	18.67	21.73	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
STARD2	neg	18	1034.5535833892	1034.5427	44000	II	adduct	11.07	NaN	10.88	11.47	PC			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(36:2)	36:2	NA	NA	A
STARD2	neg	19	980.50581481266	980.4955	41000	II	adduct	9.68	NaN	9.36	9.96	PC			32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(32:1)	32:1	NA	NA	A
STARD2	neg	20	1076.52482492202	1076.5135	41000	II	adduct	10.92	NaN	10.71	11.22	PC			34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(34:1)	34:1	NA	NA	A
STARD2	neg	21	850.560047797572	850.5511	40000	IV	ambiguous	9.59	NaN	8.82	9.83	PS			41.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	ambiguous	PS	PS(41:5)	41:5	NA	NA	A
STARD2	neg	21	850.560047797572	850.5511	40000	IV	ambiguous	9.59	NaN	8.82	9.83	Hex2Cer		d	30.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	ambiguous	Hex2Cer	Hex2Cer(30:1)	30:1	NA	NA	A
STARD2	neg	21	850.560047797572	850.5511	40000	IV	ambiguous	9.59	NaN	8.82	9.83	PC			38.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(38:6)	38:6	NA	NA	A
STARD2	neg	21	850.560047797572	850.5511	40000	IV	ambiguous	9.59	NaN	8.82	9.83	PE			41.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(41:6)	41:6	NA	NA	A
STARD2	neg	22	1006.52238850414	1006.5118	39000	II	adduct	9.87	NaN	9.53	10.16	PC			34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(34:2)	34:2	NA	NA	A
STARD2	neg	23	748.513574279964	748.5057	36000	IV	ambiguous	8.43	NaN	8.06	8.81	PS			33.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	ambiguous	PS	PS(33:0)	33:0	NA	NA	A
STARD2	neg	23	748.513574279964	748.5057	36000	IV	ambiguous	8.43	NaN	8.06	8.81	PC			30.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(30:1)	30:1	NA	NA	A
STARD2	neg	23	748.513574279964	748.5057	36000	IV	ambiguous	8.43	NaN	8.06	8.81	PE			33.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(33:1)	33:1	NA	NA	A
STARD2	neg	24	852.575669001684	852.5667	35000	IV	ambiguous	9.95	NaN	9.49	10.33	PS			41.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	ambiguous	PS	PS(41:4)	41:4	NA	NA	A
STARD2	neg	24	852.575669001684	852.5667	35000	IV	ambiguous	9.95	NaN	9.49	10.33	PC			38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(38:5)	38:5	NA	NA	A
STARD2	neg	24	852.575669001684	852.5667	35000	IV	ambiguous	9.95	NaN	9.49	10.33	Hex2Cer		d	30.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	ambiguous	Hex2Cer	Hex2Cer(30:0)	30:0	NA	NA	A
STARD2	neg	24	852.575669001684	852.5667	35000	IV	ambiguous	9.95	NaN	9.49	10.33	PE			41.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(41:5)	41:5	NA	NA	A
STARD2	neg	25	1102.53999859877	1102.5284	35000	II	adduct	11.09	NaN	10.88	11.43	PC			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(36:2)	36:2	NA	NA	A
STARD2	neg	26	1048.49443004537	1048.4834	30000	II	adduct	9.64	NaN	9.4	9.91	PC			32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(32:1)	32:1	NA	NA	A
STARD2	neg	27	430.05402412074	430.0495	23000	III.5	unknown 	1.4	1.3957443	0.97	1.65	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
STARD2	neg	28	432.05054512392	432.046	19000	III.5	unknown 	1.4	1.4198682	0.99	1.51	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
STARD2	neg	29	396.074466659556	396.0703	18000	III.5	unknown 	1.42	1.4122183	0.99	1.5	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
STARD2	neg	30	474.079787266896	474.0748	16000	III.5	unknown 	1.37	1.3777789	0.99	1.5	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
STARD2	neg	31	955.427750994204	955.4177	11000	III.2	unknown 	4.89	4.9033124	4.8	4.92	PI			31.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	PI	PI(31:0)	31:0	NA	NA	A
STARD2	neg	32	438.08410859634	438.0795	8300	III.5	unknown 	1.38	1.4687324	1.16	1.5	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
STARD5	pos	0	502.377502636162	502.3743	24000000	I	Detergent	2.85	2.8508441	0.97	3.21	P40			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	P40	Detergent	P40	NA	NA	NA	NA	A
STARD5	pos	1	458.347621947462	458.3447	23000000	I	Detergent	2.89	2.852338	0.88	3.29	P40			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	P40	Detergent	P40	NA	NA	NA	NA	A
STARD5	pos	2	414.32064127725	414.318	8900000	I	Detergent	2.93	2.9719744	0.88	3.32	P40			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	P40	Detergent	P40	NA	NA	NA	NA	A
STARD5	pos	3	486.382000665487	486.3789	6700000	I	Detergent	2.89	2.8594005	1.0	6.19	P40			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	P40	Detergent	P40	NA	NA	NA	NA	A
